sessionID,playerID,gameType,difficultyLevel,sessionDuration,score,deaths,completed,timestamp,lapsCompleted,bestLapTime,avgLapTime,totalRaceTime,collisions,maxSpeed,avgSpeed,consistency,speedEfficiency,collisionRate,lapTimeVariance,completionRate,drivingSmoothness,timeEfficiency,speedConsistencyScore,racingPerformanceIndex,cleanRacingScore
bac16bf9-9e44-4aae-9ee3-c2fadcc5a47e,15,Racing,Medium,119.66,250,0,True,26/1/2026 3:04,3.0,39.78003,39.88593,119.6578,17.0,40.0,38.41175,0.9972389,0.9368719512195122,4.25,0.10590000000000543,1.5042620758816647,0.2298850574712644,0.9973199240954367,0.934285154075,0.7477610482514787,0.2292503218390805
36586a6c-25fe-4de2-ae3b-a697f2b69137,15,Racing,Hard,107.1,200,0,True,26/1/2026 3:13,3.0,34.42004,35.69938,107.0981,18.0,45.0,42.71793,0.9661558,0.9286506521739131,4.5,1.2793399999999977,1.680672268907563,0.2173913043478261,0.9641365161939454,0.8972212137716087,0.7681334727438802,0.2100338695652174
da7a50c8-70a9-4712-90f2-5ccd8c63dd0f,16,Racing,Easy,151.58,1000,0,True,26/1/2026 3:24,3.0,49.75999,50.52632,151.5789,2.0,30.0,29.81245,0.9890067,0.9616919354838709,0.5,0.7663299999999964,1.1874917535294893,1.6666666666666667,0.9848135622471171,0.9511197675295161,0.7259690688634909,1.6483445
77bfce70-5b5c-443c-89f3-6bcf668435a1,16,Racing,Medium,114.71,700,0,True,26/1/2026 3:27,3.0,37.67999,38.23746,114.7124,8.0,40.0,39.43822,0.9832847,0.9619078048780488,2.0,0.5574700000000021,1.5691744398919014,0.47619047619047616,0.985395070826597,0.9458292273471708,0.7666614440686639,0.4682308095238095
80b0b4db-790f-4c12-ad0c-ce080ee0a77b,16,Racing,Hard,105.82,0,0,True,26/1/2026 3:29,3.0,34.59998,35.27191,105.8157,23.0,45.0,43.27968,0.9853581,0.9408626086956522,5.75,0.6719299999999961,1.7010017010017011,0.17094017094017094,0.9809221864598074,0.9270865924653914,0.7785668741856101,0.16843728205128206
7543ee00-4929-4292-877f-62f3b68c1c09,17,Racing,Easy,149.68,1100,0,True,26/1/2026 4:06,3.0,49.67998,49.89172,149.6752,0.0,30.0,29.78959,0.9953426,0.9609545161290323,0.0,0.21173999999999893,1.202565473009086,10.0,0.9957360512716085,0.9564789665656129,0.8966370796736263,9.953426
6596020c-af7f-4e3e-8fb1-3f5078424faf,17,Racing,Medium,116.04,500,0,True,26/1/2026 4:09,3.0,38.49997,38.67909,116.0373,12.0,40.0,39.27773,0.9957461,0.9579934146341463,3.0,0.1791200000000046,1.5511892450879008,0.3225806451612903,0.9953433407212857,0.9539182064476341,0.762621755263934,0.3212084193548387
43a7d644-1e54-41ae-8539-ab6f057d378c,17,Racing,Hard,106.72,400,0,True,26/1/2026 4:11,3.0,34.61993,35.57301,106.719,14.0,45.0,42.97844,0.9678905,0.9343139130434782,3.5,0.9530799999999999,1.686656671664168,0.2777777777777778,0.9731804202000282,0.9043135604526087,0.7722236003456604,0.26885847222222226
8467f7d5-baf6-4631-a5b1-4b5b6e9453b0,18,Racing,Easy,153.48,1100,0,True,26/1/2026 4:19,3.0,50.85785,51.15926,153.4778,0.0,30.0,29.80214,0.9956869,0.9613593548387097,0.0,0.3014100000000042,1.172791243158718,10.0,0.9940889667097078,0.957212915805355,0.8916853322788723,9.956869000000001
6d34d4f7-3b55-4bc3-a3b8-8a6422920150,18,Racing,Medium,121.06,450,0,True,26/1/2026 4:21,3.0,38.58002,40.35321,121.0596,13.0,40.0,37.88009,0.9430316,0.9239046341463415,3.25,1.7731899999999996,1.4868660168511483,0.29850746268656714,0.9560345748312259,0.8712712653864391,0.7293372822988249,0.2815019701492537
add17ede-b21d-40d5-9b2a-443ec7c16a42,18,Racing,Hard,104.86,350,0,True,26/1/2026 4:23,3.0,34.77893,34.95296,104.8589,15.0,45.0,43.58777,0.9937699,0.9475602173913044,3.75,0.1740299999999948,1.7165744802593934,0.2597402597402597,0.9949925559221332,0.9416568224809347,0.7868080898354026,0.25812205194805193
05487c95-22f1-4942-a2ae-cdfa1b428b8c,19,Racing,Easy,153.75,1100,0,True,26/1/2026 4:39,3.0,51.03998,51.25145,153.7543,0.0,30.0,29.80142,0.9966971,0.9613361290322581,0.0,0.2114699999999985,1.170731707317073,10.0,0.9958544420803299,0.9581609319316774,0.8915765999409913,9.966971000000001
e5b84dd8-5f79-445b-a509-f5470e8bac9f,19,Racing,Medium,116.28,900,0,True,26/1/2026 4:42,3.0,38.44,38.75967,116.279,4.0,40.0,39.52842,0.9930493,0.9641078048780487,1.0,0.3196700000000021,1.547987616099071,0.9090909090909091,0.9917269231930201,0.9574065807586829,0.7746537569400301,0.9027720909090909
f88b7f52-a203-4d58-8f8b-7afefdb79c4e,19,Racing,Hard,103.56,300,0,True,26/1/2026 4:44,3.0,34.27997,34.51995,103.5598,16.0,45.0,44.25771,0.9931788,0.9621241304347826,4.0,0.23998000000000275,1.7381228273464657,0.24390243902439027,0.9930193114615907,0.9555612893162609,0.7937037813891834,0.2422387317073171
5d6b3124-0045-4c19-845d-f1b1508d162c,20,Racing,Easy,153.04,1100,0,True,26/1/2026 19:05,3.0,50.55998,51.01169,153.0351,0.0,30.0,29.79797,0.9937385,0.9612248387096775,0.0,0.4517099999999985,1.1761630946157868,10.0,0.9911255415074172,0.9552061293820968,0.8917465848081041,9.937384999999999
fa58e564-f5f0-4bd8-9bf5-0d189fd795f0,20,Racing,Medium,118.36,700,0,True,26/1/2026 19:07,3.0,38.63998,39.45331,118.3599,8.0,40.0,38.7486,0.9803044,0.9450878048780489,2.0,0.8133300000000006,1.5207840486650896,0.47619047619047616,0.9793601763660295,0.9264737335082928,0.7533591875429162,0.46681161904761903
431f1f5d-f7c3-42bc-a9db-24824cac70dc,20,Racing,Hard,104.06,350,0,True,26/1/2026 19:09,3.0,34.42001,34.68512,104.0554,15.0,45.0,43.73531,0.9907727,0.9507676086956521,3.75,0.26510999999999996,1.7297712857966556,0.2597402597402597,0.992328055141365,0.9419945907399347,0.789138406297221,0.25734355844155843
81cba0d6-b847-4cb7-b35d-543523e4ce82,21,Racing,Easy,152.78,1000,0,True,26/1/2026 23:31,3.0,49.45998,50.92601,152.778,2.0,30.0,29.86535,0.9726323,0.9633983870967742,0.5,1.4660299999999964,1.178164681241,1.6666666666666667,0.9711934786668215,0.9370323890582258,0.7206922290897234,1.6210538333333333
4d89c796-49db-4a75-af1d-6e24935fa1dc,21,Racing,Medium,116.02,650,0,True,26/1/2026 23:36,3.0,38.53677,38.67224,116.0167,9.0,40.0,39.25,0.9970019,0.9573170731707317,2.25,0.1354700000000051,1.5514566454059646,0.425531914893617,0.9964712033437073,0.9544469408536584,0.7648717985876248,0.4242561276595745
f313660a-c188-432e-8c76-06945ddeeed3,21,Racing,Hard,105.9,450,0,True,26/1/2026 23:38,3.0,34.39996,35.2996,105.8988,13.0,45.0,43.27072,0.9773862,0.9406678260869564,3.25,0.899639999999998,1.6997167138810196,0.29850746268656714,0.9744865526364992,0.9193957520013912,0.7788547605913344,0.2917570746268656
