sessionID,playerID,gameType,difficultyLevel,sessionDuration,score,deaths,completed,timestamp,victory,combosExecuted,perfectDodges,hitsDealt,hitsTaken,playerAccuracy,avgReactionTime,feedback,combatEfficiency,damagePerSecond,damageIntakeRate,survivalRate,comboRate,dodgeRate,reactionScore,combatPerformanceIndex,efficiencyPerAccuracy
7c7fd367-ce70-47f4-81ab-183bfe0e5baa,61,Fighting,Medium,30.22,639,1,TRUE,6/2/2026 18:57,FALSE,2,0,7,10,0.7777778,0,TooHard,0.636363636,0.231634679,0.330906684,0,3.970880212,0,1000,0.276813553,0.724971213
0a7fe6d1-481a-4af7-8176-c38ccbe82cb1,62,Fighting,Medium,35.7,607,1,TRUE,6/2/2026 18:58,FALSE,2,0,10,10,0.7142857,0,Balanced,0.909090909,0.280112045,0.280112045,0,3.361344538,0,1000,0.259639572,1.116427452
5e6dc4a4-bc1d-49b3-9090-5f812e2f50d1,63,Fighting,Medium,30.2,550,1,TRUE,6/2/2026 18:59,FALSE,0,0,4,10,0.8,0,TooHard,0.363636364,0.132450331,0.331125828,0,0,0,1000,0.248391608,0.404040404
69eeb30d-e8f1-49cd-b89a-51e2895093d7,64,Fighting,Medium,26.86,1000,1,TRUE,6/2/2026 19:00,FALSE,0,3,4,10,0.8,0.5345459,TooHard,0.363636364,0.148920328,0.372300819,0,0,6.701414743,1.867253582,0.289510802,0.404040404
9ced1ed3-bc5a-4421-b30e-4fcf4be7a44b,65,Fighting,Medium,32.72,483,1,TRUE,6/2/2026 19:05,FALSE,0,0,6,10,0.6666667,0,TooHard,0.545454545,0.183374083,0.305623472,0,0,0,1000,0.212587423,0.71146242
270edfd9-d0b4-46cd-97e8-745d4750e9a3,66,Fighting,Medium,25.47,829,1,TRUE,6/2/2026 19:06,FALSE,0,1,6,10,0.8571429,0.6978226,TooHard,0.545454545,0.23557126,0.392618767,0,0,2.355712603,1.430978334,0.284184694,0.569877858
96d768c6-a5ff-4c66-a9a4-2318ce7df91a,67,Fighting,Medium,60.12,650,1,TRUE,6/2/2026 19:07,FALSE,1,1,6,10,1,0.5966187,TooHard,0.545454545,0.099800399,0.166333999,0,0.998003992,0.998003992,1.673307746,0.325948104,0.495867769
02aff794-eb74-46e9-ad21-9b561999973d,68,Fighting,Medium,31.05,589,1,TRUE,6/2/2026 19:07,FALSE,1,0,7,10,0.7777778,0,TooHard,0.636363636,0.225442834,0.322061192,0,1.93236715,0,1000,0.262031244,0.724971213
57053f86-d2eb-4d79-b4cf-23d470a6c1fb,69,Fighting,Medium,29.21,844,1,TRUE,6/2/2026 19:08,FALSE,2,0,8,10,0.8888889,0,TooHard,0.727272727,0.273878809,0.342348511,0,4.108182129,0,1000,0.313240432,0.735444323
5958c0eb-5d42-4821-8ac0-3d3ace6e935b,70,Fighting,Medium,30.18,550,1,TRUE,6/2/2026 19:09,FALSE,0,0,4,10,0.8,0,TooHard,0.363636364,0.132538105,0.331345262,0,0,0,1000,0.248391608,0.404040404
8718d27d-a94f-4a24-b454-fee8c1258bc3,71,Fighting,Medium,33.52,2456,0,TRUE,6/2/2026 19:48,TRUE,4,7,13,7,0.8125,0.4961335,Balanced,1.625,0.387828162,0.208830549,1,7.159904535,12.52983294,2.011532114,0.410051926,1.780821918
06360c41-ceb0-483a-a4da-62d4d257c508,72,Fighting,Medium,29.22,2483,0,TRUE,6/2/2026 19:49,TRUE,3,6,13,8,0.8666667,0.3949146,Balanced,1.444444444,0.444900753,0.273785079,1,6.160164271,12.32032854,2.52579723,0.41360014,1.494252822
f63e5917-983f-4423-b6e8-66f18c916116,73,Fighting,Medium,31,2332,0,TRUE,6/2/2026 19:50,TRUE,6,5,13,8,0.7647059,0.5898895,Balanced,1.444444444,0.419354839,0.258064516,1,11.61290323,9.677419355,1.692363801,0.4063359,1.670445922
a7177400-4511-4299-8333-2c6884175468,74,Fighting,Medium,28.89,2333,0,TRUE,6/2/2026 19:50,TRUE,6,3,13,7,0.8666667,0.62883,Balanced,1.625,0.449982693,0.242298373,1,12.46105919,6.230529595,1.587730022,0.42609146,1.681034425
5a10e6e4-892a-4ddc-ae83-f7e86e8e84eb,75,Fighting,Medium,29.92,2583,0,TRUE,6/2/2026 19:51,TRUE,5,6,13,6,0.8666667,0.3431269,Balanced,1.857142857,0.434491979,0.200534759,1,10.02673797,12.03208556,2.905904769,0.449393838,1.9211822
c08c53f0-d586-4f08-a05d-89745a308ad6,76,Fighting,Medium,21.86,2614,0,TRUE,6/2/2026 19:52,TRUE,5,6,13,8,0.9285714,0.4737244,Balanced,1.444444444,0.594693504,0.365965233,1,13.72369625,16.4684355,2.106485363,0.512470976,1.404321027
490a05bc-a8a7-48cb-8bb9-5b59f07e71a1,77,Fighting,Medium,26.84,2582,0,TRUE,6/2/2026 19:52,TRUE,2,8,13,9,0.7647059,0.4405785,Balanced,1.3,0.484351714,0.335320417,1,4.470938897,17.88375559,2.264603009,0.401565741,1.50340133
8d1edd01-26ba-41f8-a361-17f4336b32cd,78,Fighting,Medium,22.89,2914,0,TRUE,6/2/2026 19:53,TRUE,5,9,13,7,0.9285714,0.4222836,Balanced,1.625,0.567933595,0.305810398,1,13.1061599,23.59108781,2.36248227,0.555863432,1.579861155
5008101d-4ddc-47f9-9aa6-8b1c9845c0f9,79,Fighting,Medium,20.97,2514,0,TRUE,6/2/2026 19:53,TRUE,5,5,13,7,0.9285714,0.4294251,Balanced,1.625,0.619933238,0.333810205,1,14.30615165,14.30615165,2.323284585,0.507593775,1.579861155
a4ad969b-849c-4385-ac15-01bf65de10f8,80,Fighting,Medium,27.2,1273,1,TRUE,6/2/2026 19:55,FALSE,3,4,11,10,0.8461539,0.3793106,Balanced,1,0.404411765,0.367647059,0,6.617647059,8.823529412,2.629429735,0.379051332,1.056910509
