Time,Action,PosX,PosY,PosZ,Score
8.307902,Move,-3.783053,0.9999985,4.800379,0
8.328097,Move,-3.68263,0.9999985,4.789888,0
8.348997,Move,-3.578697,0.9999982,4.779032,0
8.37275,Move,-3.460576,0.9999979,4.766693,0
8.392764,Move,-3.36105,0.9999978,4.756297,0
8.415599,Move,-3.247494,0.9999975,4.744434,0
8.439482,Move,-3.128728,0.9999969,4.732029,0
8.462661,Move,-3.013461,0.999999,4.71999,0
8.484493,Move,-2.904891,0.9999988,4.708651,0
8.505672,Move,-2.799571,0.9999986,4.697651,0
8.525881,Move,-2.699076,0.9999984,4.687154,0
8.548151,Move,-2.588331,0.9999982,4.675587,0
8.570755,Move,-2.475923,0.9999979,4.663854,0
8.593072,Move,-2.364915,0.9999978,4.652535,0
8.613534,Move,-2.263062,0.9999977,4.642857,0
8.637143,Move,-2.145423,0.9999973,4.633119,0
8.660363,Move,-2.029569,0.9999992,4.625672,0
8.68354,Move,-1.91378,0.9999989,4.62101,0
8.707223,Move,-1.795377,0.9999987,4.619797,0
8.730232,Move,-1.680375,0.9999985,4.622685,0
8.753043,Move,-1.566575,0.9999982,4.630144,0
8.773308,Move,-1.465854,0.9999983,4.64113,0
8.793636,Move,-1.365417,0.9999983,4.656684,0
8.816788,Move,-1.252136,0.9999982,4.680408,0
8.839233,Move,-1.1439,0.999998,4.710021,0
8.859248,Move,-1.049206,0.9999983,4.742339,0
8.880648,Move,-0.9503904,0.9999994,4.783332,0
8.904252,Move,-0.8446305,0.9999995,4.835664,0
8.928997,Move,-0.737011,0.9999994,4.896699,0
8.949088,Move,-0.64982,0.9999994,4.946594,0
8.969802,Move,-0.5596066,0.9999994,4.997465,0
8.99082,Move,-0.4675055,0.9999993,5.048077,0
9.011354,Move,-0.3767735,0.9999992,5.096133,0
9.032115,Move,-0.2840994,0.9999992,5.14289,0
9.052491,Move,-0.192062,0.999999,5.186574,0
9.075535,Move,-0.08653637,0.9999988,5.232816,0
9.098119,Move,0.01849005,0.9999987,5.274278,0
9.120582,Move,0.1245889,0.9999995,5.311102,0
9.141253,Move,0.223669,0.9999993,5.340507,0
9.164787,Move,0.33803,0.9999989,5.368164,0
9.188695,Move,0.455694,0.9999986,5.38913,0
9.212201,Move,0.5724946,0.9999982,5.402004,0
9.232947,Move,0.6761163,0.9999978,5.40635,0
9.253383,Move,0.7782431,0.9999977,5.40375,0
9.273692,Move,0.8793037,0.9999975,5.394026,0
9.293839,Move,0.978592,0.9999974,5.377152,0
9.302566,Move,1.021201,1.096072,5.367742,0
9.3233,Move,1.12114,1.188222,5.340234,0
9.341675,Move,1.207813,1.276447,5.309818,0
9.363891,Move,1.309746,1.360748,5.26574,0
9.38151,Move,1.387978,1.441125,5.225262,0
9.401339,Move,1.472892,1.517578,5.174119,0
9.420923,Move,1.553092,1.590107,5.117967,0
9.443082,Move,1.638901,1.658711,5.04792,0
9.460204,Move,1.701366,1.723393,4.989392,0
9.480455,Move,1.770604,1.784149,4.915538,0
9.500816,Move,1.834782,1.840982,4.836532,0
9.521242,Move,1.893357,1.893891,4.752894,0
9.54178,Move,1.946086,1.942875,4.664799,0
9.562366,Move,1.992472,1.987936,4.572937,0
9.584584,Move,2.034802,2.029072,4.47067,0
9.607571,Move,2.068212,2.066284,4.367573,0
9.632938,Move,2.093416,2.099573,4.259988,0
9.658614,Move,2.10785,2.128938,4.159023,0
9.686666,Move,2.113498,2.1759,4.058983,0
9.721449,Move,2.109803,2.207165,3.951168,0
9.76322,Move,2.096034,2.222734,3.846464,0
9.821526,Move,2.072196,2.216659,3.745624,0
9.921553,Move,2.053158,2.128059,3.689096,0
9.982533,Move,2.053158,2.027811,3.689096,0
10.04288,Move,2.053158,1.892247,3.689097,0
10.0828,Move,2.053158,1.782252,3.689098,0
10.1237,Move,2.053158,1.65656,3.689098,0
10.16169,Move,2.053157,1.515172,3.689099,0
10.20341,Move,2.053157,1.358088,3.689099,0
10.24397,Move,2.053157,1.185309,3.6891,0
10.28232,Move,2.053157,0.9968328,3.6891,0
10.95891,Move,2.090067,0.9999989,3.592785,0
10.96,Collect,2.090068,0.9999996,3.592786,1
11.0072,Move,2.144627,0.9999991,3.505845,1
11.04444,Move,2.20794,0.999999,3.424587,1
11.07726,Move,2.280163,0.9999982,3.344209,1
11.10452,Move,2.352166,0.9999988,3.271774,1
11.13208,Move,2.435778,0.9999981,3.193673,1
11.15605,Move,2.517382,0.9999978,3.121655,1
11.18018,Move,2.607422,0.9999991,3.045351,1
11.20174,Move,2.690583,0.9999991,2.976782,1
11.22219,Move,2.769955,0.9999992,2.912334,1
11.24464,Move,2.855734,0.9999986,2.843103,1
11.26898,Move,2.942301,0.9999985,2.773258,1
11.2931,Move,3.021307,0.9999982,2.709515,1
11.32123,Move,3.10484,0.9999992,2.64212,1
11.35083,Move,3.182742,0.9999987,2.579268,1
11.38548,Move,3.261027,0.9999993,2.51611,1
11.42951,Move,3.34023,0.9999991,2.452211,1
11.49848,Move,3.418879,0.9999994,2.388761,1
0,Start,-1.790738E-07,1,9.303034E-08,0
1.914763,Move,-0.09067672,0.9999999,0.05624931,0
1.963529,Move,-0.1902683,1,0.08993147,0
1.999459,Move,-0.2889204,0.9999999,0.1080082,0
2.029851,Move,-0.3887511,0.9999999,0.1145648,0
2.057544,Move,-0.4920847,1,0.1110142,0
2.085269,Move,-0.6060503,1,0.09728563,0
2.108362,Move,-0.7085186,1,0.07728779,0
2.129477,Move,-0.8078179,0.9999999,0.05179406,0
2.151279,Move,-0.9118639,0.9999999,0.01929699,0
2.172654,Move,-1.012265,0.9999998,-0.01730599,0
2.194291,Move,-1.112258,0.9999999,-0.05859214,0
2.21529,Move,-1.207762,0.9999998,-0.102199,0
2.236744,Move,-1.303868,0.9999999,-0.1498378,0
2.260901,Move,-1.410501,1,-0.2065741,0
2.28297,Move,-1.506634,1,-0.2607388,0
2.303952,Move,-1.597141,1,-0.3137905,0
2.326105,Move,-1.691997,0.9999998,-0.3709806,0
2.349172,Move,-1.790122,1,-0.4315989,0
2.371601,Move,-1.884613,0.9999999,-0.491988,0
2.392055,Move,-1.969717,0.9999998,-0.5487037,0
2.413581,Move,-2.057835,1,-0.6105039,0
2.434713,Move,-2.1426,0.9999999,-0.6735762,0
2.458157,Move,-2.2349,0.9999999,-0.7458357,0
2.482495,Move,-2.329048,1,-0.8229327,0
2.50574,Move,-2.417855,1,-0.8979094,0
2.525968,Move,-2.494541,0.9999999,-0.9638578,0
2.546069,Move,-2.570485,1,-1.029687,0
2.567794,Move,-2.652529,0.9999999,-1.100881,0
2.589753,Move,-2.735456,1,-1.172842,0
2.612704,Move,-2.822129,0.9999999,-1.248053,0
2.632734,Move,-2.89777,0.9999999,-1.313691,0
2.654242,Move,-2.978994,1,-1.384175,0
2.674996,Move,-3.057374,1,-1.452189,0
2.698333,Move,-3.145503,0.9999998,-1.528664,0
2.719365,Move,-3.224929,1,-1.597587,0
2.739437,Move,-3.30073,0.9999999,-1.663364,0
2.761645,Move,-3.384599,1,-1.736141,0
2.783475,Move,-3.46704,0.9999998,-1.80768,0
2.804442,Move,-3.546219,0.9999998,-1.876389,0
2.825037,Move,-3.623997,1,-1.943882,0
2.845677,Move,-3.701941,1,-2.011518,0
2.866684,Move,-3.781276,1,-2.080362,0
2.890605,Move,-3.871613,0.9999999,-2.158753,0
2.911004,Move,-3.948637,0.9999999,-2.225612,0
2.93338,Move,-4.032929,0.9999999,-2.299183,0
2.954516,Move,-4.11203,0.9999999,-2.369269,0
2.975493,Move,-4.189693,1,-2.439763,0
2.997574,Move,-4.270156,0.9999999,-2.515357,0
3.020149,Move,-4.350631,1,-2.594512,0
3.041097,Move,-4.423287,0.9999999,-2.66995,0
3.065009,Move,-4.503321,1,-2.758764,0
3.086564,Move,-4.572262,1,-2.841597,0
3.107787,Move,-4.636684,0.9999999,-2.925912,0
3.1289,Move,-4.696849,1,-3.012646,0
3.151761,Move,-4.756986,0.9999999,-3.109836,0
3.177085,Move,-4.817773,1,-3.2209,0
3.183396,Move,-4.831968,1.096076,-3.249079,0
3.200795,Move,-4.869522,1.188228,-3.327551,0
3.223249,Move,-4.914493,1.276456,-3.430413,0
3.243229,Move,-4.951612,1.36076,-3.52316,0
3.261996,Move,-4.984147,1.44114,-3.611171,0
3.280066,Move,-5.013903,1.517596,-3.69648,0
3.30074,Move,-5.046285,1.590128,-3.794644,0
3.321462,Move,-5.077353,1.658736,-3.893487,0
3.341106,Move,-5.105919,1.72342,-3.987462,0
3.361468,Move,-5.135023,1.78418,-4.085024,0
3.382607,Move,-5.165109,1.841016,-4.186347,0
3.402221,Move,-5.193026,1.893928,-4.280362,0
3.42281,Move,-5.222329,1.942916,-4.379047,0
3.443823,Move,-5.252237,1.98798,-4.479768,0
3.462946,Move,-5.279453,2.02912,-4.571424,0
3.484874,Move,-5.310663,2.066336,-4.676532,0
3.507497,Move,-5.342861,2.099628,-4.784966,0
3.527874,Move,-5.371863,2.128996,-4.882636,0
3.553906,Move,-5.408915,2.154439,-5.007417,0
3.57645,Move,-5.441001,2.175959,-5.115474,0
3.596493,Move,-5.469527,2.193555,-5.211544,0
3.616908,Move,-5.498583,2.207227,-5.309396,0
3.641222,Move,-5.533189,2.222799,-5.425937,0
3.661318,Move,-5.561791,2.224699,-5.522262,0
3.682059,Move,-5.59131,2.222675,-5.621674,0
3.702462,Move,-5.620349,2.216727,-5.719471,0
3.725693,Move,-5.653411,2.206856,-5.830819,0
3.746365,Move,-5.682835,2.19306,-5.929907,0
3.767498,Move,-5.712912,2.17534,-6.031199,0
3.788054,Move,-5.742169,2.153696,-6.129729,0
3.809362,Move,-5.772496,2.128128,-6.231861,0
3.829645,Move,-5.801364,2.098636,-6.329081,0
3.851722,Move,-5.832787,2.06522,-6.434901,0
3.872365,Move,-5.862166,2.02788,-6.533842,0
3.892811,Move,-5.891266,1.986616,-6.631845,0
3.910969,Move,-5.91711,1.941428,-6.718878,0
3.93095,Move,-5.945549,1.892316,-6.814652,0
3.951447,Move,-5.974722,1.83928,-6.912899,0
3.969053,Move,-5.99978,1.782321,-6.997285,0
3.985713,Move,-6.023492,1.721437,-7.077142,0
4.002632,Move,-6.047573,1.656629,-7.158236,0
4.021934,Move,-6.075045,1.587897,-7.250755,0
4.043531,Move,-6.105784,1.515241,-7.354277,0
4.060483,Move,-6.12991,1.438661,-7.435527,0
4.082788,Move,-6.161656,1.358157,-7.542438,0
4.100086,Move,-6.186277,1.273729,-7.625354,0
4.121101,Move,-6.216187,1.185378,-7.726082,0
4.142325,Move,-6.246395,1.093102,-7.827811,0
4.164017,Move,-6.277268,0.9969018,-7.931783,0
4.185625,Move,-6.308026,0.9993804,-8.03536,0
4.205892,Move,-6.336873,0.999876,-8.132505,0
4.22697,Move,-6.366876,0.9999752,-8.233542,0
4.250081,Move,-6.399772,0.9999948,-8.344318,0
4.273842,Move,-6.433595,0.9999989,-8.458213,0
4.294172,Move,-6.462534,0.9999997,-8.555662,0
4.314849,Move,-6.491967,1,-8.654774,0
4.334928,Move,-6.520546,0.9999998,-8.751014,0
4.359657,Move,-6.555738,0.9999999,-8.869553,0
4.381643,Move,-6.58678,0.9999999,-8.975022,0
4.402307,Move,-6.61527,0.9999999,-9.074337,0
4.422618,Move,-6.642188,0.9999999,-9.172265,0
4.445393,Move,-6.670529,0.9999997,-9.282556,0
4.465768,Move,-6.693799,0.9999999,-9.381742,0
4.48694,Move,-6.715365,0.9999999,-9.485381,0
4.508703,Move,-6.734235,0.9999998,-9.592547,0
4.530431,Move,-6.749196,0.9999999,-9.70015,0
4.554237,Move,-6.76054,0.9999999,-9.818629,0
4.576616,Move,-6.765755,1,-9.9304,0
4.597948,Move,-6.766128,1,-10.03705,0
4.618092,Move,-6.762813,1,-10.13772,0
4.63888,Move,-6.756094,1,-10.24144,0
4.661139,Move,-6.745716,1,-10.35226,0
4.682632,Move,-6.733079,0.9999998,-10.45898,0
4.705659,Move,-6.717423,1,-10.57305,0
4.728417,Move,-6.70031,0.9999999,-10.68555,0
4.748859,Move,-6.684049,0.9999999,-10.78647,0
4.77157,Move,-6.665563,0.9999999,-10.89851,0
4.794797,Move,-6.64661,1,-11.01309,0
4.817031,Move,-6.628467,1,-11.12278,0
4.837339,Move,-6.611897,1,-11.22296,0
4.86039,Move,-6.593091,1,-11.33667,0
4.881812,Move,-6.575612,0.9999999,-11.44235,0
4.902618,Move,-6.558635,0.9999999,-11.54499,0
4.923425,Move,-6.541658,0.9999999,-11.64764,0
4.944029,Move,-6.524847,0.9999999,-11.74928,0
4.964331,Move,-6.508282,0.9999999,-11.84943,0
4.985028,Move,-6.491396,0.9999998,-11.95154,0
5.005528,Move,-6.474671,0.9999999,-12.05267,0
5.029475,Move,-6.455134,0.9999999,-12.1708,0
5.050215,Move,-6.438213,0.9999998,-12.27312,0
5.070978,Move,-6.421275,0.9999998,-12.37555,0
5.093155,Move,-6.403183,0.9999999,-12.48495,0
5.115908,Move,-6.384621,0.9999998,-12.59719,0
5.136379,Move,-6.367921,0.9999999,-12.69819,0
5.159963,Move,-6.348681,0.9999999,-12.81453,0
5.180334,Move,-6.332067,0.9999999,-12.91503,0
5.201966,Move,-6.31442,0.9999999,-13.02175,0
5.222816,Move,-6.297412,0.9999999,-13.1246,0
5.246499,Move,-6.278093,0.9999999,-13.24143,0
5.267076,Move,-6.261308,0.9999999,-13.34295,0
5.288514,Move,-6.243822,1,-13.4487,0
5.310766,Move,-6.225671,1,-13.55848,0
5.334106,Move,-6.206633,1,-13.67362,0
5.354539,Move,-6.189967,1,-13.77442,0
5.375273,Move,-6.173055,1,-13.87671,0
5.395594,Move,-6.15648,0.9999999,-13.97696,0
5.415904,Move,-6.139915,1,-14.07715,0
5.436879,Move,-6.122808,1,-14.18063,0
5.457717,Move,-6.105811,1,-14.28343,0
5.477929,Move,-6.089327,1,-14.38314,0
5.498619,Move,-6.072453,1,-14.48521,0
5.51995,Move,-6.055056,0.9999999,-14.59044,0
5.540027,Move,-6.038685,1,-14.68949,0
5.56028,Move,-6.022168,0.9999999,-14.78941,0
5.580449,Move,-6.00572,0.9999999,-14.88891,0
5.60194,Move,-5.988194,0.9999998,-14.99493,0
5.623482,Move,-5.970627,0.9999998,-15.10121,0
5.644646,Move,-5.953367,0.9999999,-15.20562,0
5.667161,Move,-5.935006,0.9999999,-15.31669,0
5.687414,Move,-5.918491,1,-15.4166,0
5.707469,Move,-5.902136,1,-15.51554,0
5.728019,Move,-5.885379,0.9999999,-15.61692,0
5.748026,Move,-5.869065,1,-15.71562,0
5.768805,Move,-5.852122,1,-15.81813,0
5.789349,Move,-5.83537,0.9999999,-15.91949,0
5.810843,Move,-5.817843,0.9999999,-16.02552,0
5.831289,Move,-5.801172,1,-16.12638,0
5.851875,Move,-5.784388,0.9999999,-16.22794,0
5.873045,Move,-5.767125,1,-16.33239,0
5.893769,Move,-5.750229,0.9999999,-16.43463,0
5.914331,Move,-5.733464,1,-16.53607,0
5.9345,Move,-5.717019,1,-16.63557,0
5.955648,Move,-5.699777,1,-16.73991,0
5.976209,Move,-5.683013,0.9999998,-16.84134,0
6.000071,Move,-5.66356,0.9999999,-16.95907,0
6.021529,Move,-5.646066,0.9999999,-17.06493,0
6.044736,Move,-5.627146,0.9999998,-17.17942,0
6.065549,Move,-5.610179,0.9999999,-17.2821,0
6.088168,Move,-5.591739,0.9999999,-17.39369,0
6.111632,Move,-5.572609,0.9999998,-17.50945,0
6.132249,Move,-5.555802,0.9999999,-17.61117,0
6.154438,Move,-5.537714,0.9999998,-17.72063,0
6.163077,Move,-5.530671,1.096076,-17.76326,0
6.180456,Move,-5.516504,1.188228,-17.84899,0
6.203197,Move,-5.497964,1.276456,-17.96117,0
6.220274,Move,-5.484043,1.360759,-18.04542,0
6.241679,Move,-5.466593,1.441139,-18.15101,0
6.260553,Move,-5.451207,1.517595,-18.24412,0
6.281672,Move,-5.43399,1.590127,-18.34831,0
6.303719,Move,-5.416019,1.658735,-18.45707,0
6.320752,Move,-5.402135,1.723419,-18.5411,0
6.341168,Move,-5.385492,1.784179,-18.64182,0
6.363343,Move,-5.367416,1.841015,-18.75121,0
6.381226,Move,-5.35284,1.893927,-18.83943,0
6.401835,Move,-5.33604,1.942915,-18.9411,0
