Time,Action,PosX,PosY,PosZ,Score
6.422027,Move,-5.319582,1.98798,-19.0407,0
6.442992,Move,-5.302493,2.02912,-19.14413,0
6.464522,Move,-5.284943,2.066336,-19.25034,0
6.484732,Move,-5.26847,2.099628,-19.35004,0
6.505563,Move,-5.251491,2.128996,-19.4528,0
6.525924,Move,-5.234896,2.15444,-19.55324,0
6.545825,Move,-5.218675,2.17596,-19.65142,0
6.566749,Move,-5.20162,2.193556,-19.75464,0
6.587295,Move,-5.184875,2.207228,-19.856,0
6.608106,Move,-5.167912,2.216976,-19.95867,0
6.628213,Move,-5.151524,2.2228,-20.05786,0
6.648913,Move,-5.134652,2.224699,-20.15997,0
6.669251,Move,-5.118076,2.222675,-20.26031,0
6.692897,Move,-5.098804,2.216727,-20.37696,0
6.714395,Move,-5.081284,2.206856,-20.48301,0
6.734708,Move,-5.064728,2.19306,-20.58322,0
6.755662,Move,-5.047651,2.17534,-20.68659,0
6.776033,Move,-5.031049,2.153696,-20.78708,0
6.796231,Move,-5.014587,2.128128,-20.88673,0
6.81772,Move,-4.997074,2.098636,-20.99274,0
6.837844,Move,-4.980674,2.06522,-21.09202,0
6.858701,Move,-4.963676,2.02788,-21.1949,0
6.878518,Move,-4.947526,1.986617,-21.29266,0
6.899065,Move,-4.93078,1.941429,-21.39403,0
6.920615,Move,-4.913217,1.839281,-21.50034,0
6.941198,Move,-4.896444,1.782321,-21.60188,0
6.962243,Move,-4.879293,1.721437,-21.70571,0
6.983494,Move,-4.861976,1.65663,-21.81054,0
7.002771,Move,-4.846267,1.587898,-21.90564,0
7.021106,Move,-4.831326,1.515242,-21.99609,0
7.041287,Move,-4.81488,1.438662,-22.09565,0
7.061899,Move,-4.798084,1.358158,-22.19733,0
7.082185,Move,-4.781553,1.27373,-22.2974,0
7.101093,Move,-4.766145,1.185378,-22.39068,0
7.122307,Move,-4.748859,1.093102,-22.49533,0
7.140393,Move,-4.734121,0.9969025,-22.58455,0
7.161005,Move,-4.717327,0.9993805,-22.68624,0
7.181312,Move,-4.700781,0.9998758,-22.78643,0
7.202386,Move,-4.683609,0.999975,-22.8904,0
7.222752,Move,-4.667015,0.9999948,-22.99088,0
7.243128,Move,-4.650413,0.9999988,-23.09141,0
7.264515,Move,-4.632988,0.9999996,-23.19692,0
7.285267,Move,-4.616081,0.9999997,-23.2993,0
7.305807,Move,-4.599347,0.9999996,-23.40064,0
7.329973,Move,-4.579659,0.9999998,-23.51986,0
7.351247,Move,-4.562328,0.9999998,-23.62482,0
7.373411,Move,-4.544272,1,-23.73417,0
7.398757,Move,-4.523624,0.9999998,-23.85922,0
7.423168,Move,-4.50374,0.9999999,-23.97966,0
7.443356,Move,-4.487296,0.9999999,-24.07926,0
7.465771,Move,-4.469038,0.9999998,-24.18985,0
7.491104,Move,-4.445045,0.9998816,-24.28866,0
7.556461,Move,-4.358004,1.00119,-24.35613,0
8.121624,Move,-4.276815,1.001284,-24.29446,0
8.59974,Move,-4.236433,1.001021,-24.3932,0
8.721789,Move,-4.226305,1.000891,-24.29363,0
8.983074,Move,-4.329949,1.00004,-24.27856,0
9.062383,Move,-4.437201,0.9982899,-24.25826,0
9.527008,Move,-4.527404,0.9995323,-24.21289,0
9.607385,Move,-4.626347,0.9989614,-24.1957,0
9.65339,Move,-4.721779,0.9982881,-24.16267,0
9.692769,Move,-4.823417,0.9979781,-24.1162,0
9.722649,Move,-4.911815,0.9987796,-24.06873,0
9.752119,Move,-5.008081,0.9975597,-24.01137,0
9.777885,Move,-5.099527,0.9967003,-23.9526,0
9.801711,Move,-5.190071,0.9985198,-23.89135,0
9.826257,Move,-5.289115,0.9977691,-23.82195,0
9.85022,Move,-5.386467,0.997085,-23.75219,0
9.874445,Move,-5.484564,0.9963334,-23.68122,0
9.896619,Move,-5.574342,0.995911,-23.61625,0
9.918884,Move,-5.664505,0.9958133,-23.55103,0
9.942852,Move,-5.761571,0.9983953,-23.48084,0
9.967177,Move,-5.860124,0.9976761,-23.40965,0
9.990914,Move,-5.956305,0.9970918,-23.3402,0
10.01625,Move,-6.059007,0.9961973,-23.2661,0
10.04029,Move,-6.156435,0.9983916,-23.19582,0
10.06046,Move,-6.238202,0.9983373,-23.13688,0
10.08056,Move,-6.319726,0.9982721,-23.07813,0
10.10586,Move,-6.42232,0.9975476,-23.00424,0
10.13086,Move,-6.523726,0.9969586,-22.93124,0
10.15467,Move,-6.620328,0.9963984,-22.86172,0
10.17534,Move,-6.704156,0.9967388,-22.80142,0
10.19578,Move,-6.787098,0.9962364,-22.74177,0
10.21972,Move,-6.884272,0.9956369,-22.67192,0
10.23996,Move,-6.966395,0.9960452,-22.61289,0
10.26188,Move,-7.05539,0.9984823,-22.54895,0
10.29044,Move,-7.171295,0.99714,-22.46565,0
10.31191,Move,-7.258205,0.997004,-22.40276,0
10.33289,Move,-7.342694,0.9969181,-22.34062,0
10.35352,Move,-7.425013,0.9969459,-22.27852,0
10.37385,Move,-7.505081,0.997017,-22.21602,0
10.39394,Move,-7.582977,0.9970157,-22.15261,0
10.415,Move,-7.662882,0.9963415,-22.0841,0
10.43605,Move,-7.74061,0.9962628,-22.01323,0
10.45855,Move,-7.820841,0.9961272,-21.93445,0
10.48256,Move,-7.902748,0.998534,-21.84671,0
10.50388,Move,-7.971518,0.9984809,-21.76533,0
10.5285,Move,-8.04568,0.9980392,-21.66718,0
10.54854,Move,-8.101292,0.9980811,-21.58386,0
10.56917,Move,-8.153428,0.9982091,-21.49493,0
10.58974,Move,-8.199723,0.9982839,-21.40311,0
10.61153,Move,-8.2415,0.9981673,-21.30255,0
10.63287,Move,-8.274961,0.9983302,-21.20127,0
10.65399,Move,-8.30057,0.9981285,-21.09888,0
10.6756,Move,-8.318858,0.9982963,-20.9924,0
10.7017,Move,-8.330327,0.9992996,-20.86246,0
10.72826,Move,-8.329744,0.9992976,-20.72973,0
10.75097,Move,-8.319307,0.9994943,-20.61674,0
10.77646,Move,-8.296883,0.9997672,-20.49129,0
10.79764,Move,-8.270661,1.000042,-20.38873,0
10.81813,Move,-8.239146,1.00029,-20.2913,0
10.83849,Move,-8.202326,1.00052,-20.19639,0
10.86292,Move,-8.151755,1.000165,-20.0853,0
10.88855,Move,-8.091895,1.000615,-19.97202,0
10.9086,Move,-8.040868,1.000756,-19.88576,0
10.93468,Move,-7.969795,1.001271,-19.77648,0
10.95482,Move,-7.911757,1.001451,-19.69417,0
10.9749,Move,-7.851665,1.001562,-19.61377,0
10.99974,Move,-7.774809,1.002025,-19.5163,0
11.02274,Move,-7.701684,1.000594,-19.42757,0
11.04378,Move,-7.633566,1.000568,-19.34746,0
11.06623,Move,-7.560013,1.000996,-19.26273,0
11.09167,Move,-7.47614,1.001349,-19.16712,0
11.11456,Move,-7.400567,1.002001,-19.08116,0
11.13728,Move,-7.325571,1.002116,-18.99594,0
11.15986,Move,-7.250964,1.002129,-18.91124,0
11.18278,Move,-7.175219,1.000716,-18.82528,0
11.2053,Move,-7.100719,1.000831,-18.7409,0
11.23319,Move,-7.008363,1.001745,-18.63646,0
11.2535,Move,-6.941048,1.001866,-18.56044,0
11.27435,Move,-6.871909,1.001937,-18.48244,0
11.29576,Move,-6.800899,1.001999,-18.40243,0
11.31829,Move,-6.726068,1.00211,-18.31821,0
11.34284,Move,-6.644568,1.000638,-18.22654,0
11.36411,Move,-6.573818,1.000727,-18.14714,0
11.38438,Move,-6.506354,1.000748,-18.07154,0
11.40541,Move,-6.436329,1.00073,-17.99316,0
11.42545,Move,-6.369541,1.000693,-17.9185,0
11.44666,Move,-6.298808,1.000739,-17.83956,0
11.4687,Move,-6.225218,1.001276,-17.75758,0
11.49364,Move,-6.141856,1.001711,-17.66488,0
11.51389,Move,-6.074109,1.001867,-17.58967,0
11.53509,Move,-6.003134,1.001982,-17.511,0
11.55996,Move,-5.919766,1.002325,-17.41876,0
11.5858,Move,-5.833125,1.000706,-17.32298,0
11.61066,Move,-5.749632,1.001145,-17.23097,0
11.63159,Move,-5.679249,1.001297,-17.15354,0
11.65223,Move,-5.609799,1.001318,-17.07727,0
11.67666,Move,-5.527508,1.001649,-16.98708,0
11.70124,Move,-5.444639,1.000652,-16.89638,0
11.72499,Move,-5.364437,1.00074,-16.80888,0
11.7509,Move,-5.276802,1.001228,-16.7135,0
11.77691,Move,-5.188781,1.001861,-16.61781,0
11.80191,Move,-5.104665,1.000699,-16.52546,0
11.82613,Move,-5.02404,1.001067,-16.43518,0
11.85161,Move,-4.940873,1.001202,-16.33872,0
11.87659,Move,-4.861614,1.001524,-16.24221,0
11.90175,Move,-4.784881,1.000465,-16.14262,0
11.92497,Move,-4.717237,1.000439,-16.04828,0
11.94978,Move,-4.649226,1.000719,-15.94457,0
11.97319,Move,-4.589745,1.000874,-15.84384,0
11.99709,Move,-4.534505,1.000731,-15.73788,0
12.01866,Move,-4.489997,1.00064,-15.63969,0
12.0409,Move,-4.450282,0.9998922,-15.53588,0
12.06196,Move,-4.4188,0.9997992,-15.43546,0
12.08286,Move,-4.394163,0.9996794,-15.33392,0
12.10572,Move,-4.375462,0.9994565,-15.22122,0
12.12749,Move,-4.36588,0.9992532,-15.11284,0
12.1493,Move,-4.364419,0.9990335,-15.00384,0
12.17076,Move,-4.370886,0.998601,-14.89675,0
12.19192,Move,-4.384928,0.9983125,-14.79197,0
12.21539,Move,-4.409404,0.9978608,-14.67727,0
12.23622,Move,-4.438265,0.9973793,-14.57724,0
12.26037,Move,-4.479724,0.9985608,-14.4639,0
12.28134,Move,-4.521601,0.9985269,-14.36782,0
12.30295,Move,-4.570057,0.9983841,-14.27131,0
12.32439,Move,-4.62283,0.9983156,-14.17809,0
12.3466,Move,-4.681842,0.9976212,-14.08408,0
12.37079,Move,-4.750484,0.9972692,-13.98458,0
12.39262,Move,-4.814672,0.9967856,-13.89639,0
12.4172,Move,-4.886415,0.9962953,-13.79674,0
12.44038,Move,-4.953186,0.9982296,-13.70207,0
12.46087,Move,-5.010742,0.9981644,-13.6174,0
12.48257,Move,-5.069983,0.9982092,-13.52659,0
12.50376,Move,-5.124515,0.9965506,-13.43585,0
12.52674,Move,-5.180118,0.9961041,-13.33536,0
12.55273,Move,-5.240347,0.9964265,-13.2203,0
12.56466,Move,-5.266839,1.091086,-13.16691,0
12.58132,Move,-5.302591,1.181303,-13.09177,0
12.60277,Move,-5.346918,1.2671,-12.99418,0
12.62344,Move,-5.388245,1.349112,-12.89951,0
12.64129,Move,-5.423129,1.427543,-12.81745,0
12.66165,Move,-5.462393,1.501794,-12.72356,0
12.68195,Move,-5.50133,1.572136,-12.62994,0
12.70209,Move,-5.539841,1.638576,-12.53694,0
12.7236,Move,-5.580786,1.70095,-12.43759,0
12.74293,Move,-5.617467,1.759639,-12.34824,0
12.76285,Move,-5.655117,1.814347,-12.25611,0
12.78239,Move,-5.69191,1.865176,-12.16567,0
12.80235,Move,-5.729352,1.912041,-12.07322,0
12.82183,Move,-5.765741,1.95504,-11.98297,0
12.84083,Move,-5.801122,1.994169,-11.89485,0
12.86108,Move,-5.838659,2.029249,-11.8009,0
12.88079,Move,-5.875047,2.060467,-11.70942,0
12.90414,Move,-5.91799,2.087384,-11.60091,0
12.92795,Move,-5.961553,2.110337,-11.49021,0
12.95189,Move,-6.00515,2.129361,-11.37883,0
12.97552,Move,-6.047994,2.1445,-11.26878,0
12.99693,Move,-6.086629,2.155954,-11.16903,0
13.01778,Move,-6.124106,2.163548,-11.07183,0
13.04034,Move,-6.164634,2.168945,-10.96665,0
13.06434,Move,-6.207369,2.164457,-10.85462,0
13.08725,Move,-6.247977,2.156165,-10.7476,0
13.11046,Move,-6.288918,2.143926,-10.6391,0
13.13371,Move,-6.329775,2.127764,-10.53031,0
13.15636,Move,-6.369375,2.107749,-10.42429,0
13.18065,Move,-6.411749,2.058083,-10.3106,0
13.20378,Move,-6.451771,2.026264,-10.20223,0
13.22598,Move,-6.490016,1.990621,-10.09809,0
13.24911,Move,-6.529665,1.95097,-9.989535,0
13.27009,Move,-6.565201,1.907628,-9.890903,0
13.28975,Move,-6.597762,1.860525,-9.798246,0
13.30941,Move,-6.62917,1.809548,-9.705138,0
13.32809,Move,-6.657642,1.7548,-9.616292,0
13.3459,Move,-6.683222,1.696278,-9.531074,0
13.3642,Move,-6.707599,1.633873,-9.442954,0
13.38242,Move,-6.729614,1.567651,-9.354644,0
13.40087,Move,-6.749285,1.497604,-9.264565,0
13.42009,Move,-6.766577,1.423725,-9.170125,0
13.44231,Move,-6.782061,1.345935,-9.060228,0
13.46045,Move,-6.790727,1.264627,-8.970037,0
13.48335,Move,-6.795963,1.179448,-8.855733,0
13.50137,Move,-6.795292,1.090731,-8.765779,0
13.52093,Move,-6.789261,0.9983072,-8.668253,0
13.54533,Move,-6.773623,0.9993572,-8.547347,0
13.56887,Move,-6.749214,0.9998975,-8.432335,0
13.59303,Move,-6.715555,1.000297,-8.316406,0
13.61705,Move,-6.674059,1.000797,-8.203811,0
13.64119,Move,-6.625336,1.000173,-8.093559,0
13.66248,Move,-6.576824,1.00041,-7.998918,0
13.68162,Move,-6.529522,1.096721,-7.915821,0
13.70157,Move,-6.476869,1.189364,-7.831254,0
13.72342,Move,-6.415788,1.278468,-7.740794,0
13.74242,Move,-6.360178,1.363449,-7.663912,0
13.76418,Move,-6.294083,1.444977,-7.577687,0
13.78094,Move,-6.241659,1.522017,-7.512434,0
13.80209,Move,-6.174036,1.595803,-7.431318,0
13.82119,Move,-6.111899,1.665441,-7.358978,0
13.84128,Move,-6.045709,1.731341,-7.28359,0
13.86024,Move,-5.982815,1.79318,-7.212884,0
13.88326,Move,-5.906102,1.851701,-7.127225,0
13.90202,Move,-5.843505,1.905683,-7.057603,0
13.92031,Move,-5.782275,1.955683,-6.989809,0
13.94264,Move,-5.707354,2.002362,-6.907269,0
13.96569,Move,-5.629762,2.045236,-6.822269,0
13.98676,Move,-5.558652,2.083904,-6.744694,0
14.0056,Move,-5.494937,2.118325,-6.675496,0
14.02819,Move,-5.418344,2.149391,-6.592699,0
14.05069,Move,-5.341838,2.176533,-6.510445,0
14.07313,Move,-5.265333,2.199753,-6.428556,0
14.095,Move,-5.190603,2.218974,-6.348982,0
14.11756,Move,-5.113233,2.234391,-6.267055,0
14.14011,Move,-5.035946,2.250037,-6.185338,0
14.16198,Move,-4.960593,2.253599,-6.106311,0
14.18444,Move,-4.883025,2.253338,-6.025333,0
14.20698,Move,-4.80495,2.249179,-5.944254,0
14.22984,Move,-4.725584,2.241158,-5.862261,0
14.25294,Move,-4.645137,2.229263,-5.779545,0
14.27717,Move,-4.560562,2.213633,-5.693053,0
14.30101,Move,-4.477291,2.166786,-5.608158,0
14.32084,Move,-4.407714,2.138724,-5.537714,0
14.34007,Move,-4.340132,2.106652,-5.469583,0
14.36274,Move,-4.260198,2.07121,-5.389392,0
14.38242,Move,-4.190717,2.03138,-5.319958,0
14.40606,Move,-4.106951,1.98827,-5.236779,0
14.42644,Move,-4.03464,1.940727,-5.165234,0
14.44711,Move,-3.961132,1.889316,-5.092834,0
14.46532,Move,-3.896246,1.833598,-5.029176,0
14.48561,Move,-3.823771,1.7743,-4.958406,0
14.50172,Move,-3.766166,1.710412,-4.902322,0
14.5207,Move,-3.698109,1.643074,-4.836384,0
14.5436,Move,-3.615815,1.572456,-4.757027,0
14.56066,Move,-3.554403,1.496976,-4.698014,0
14.58423,Move,-3.469335,1.418644,-4.616709,0
14.6025,Move,-3.403296,1.335532,-4.55382,0
14.62461,Move,-3.323204,1.249135,-4.477917,0
14.64072,Move,-3.264734,1.157838,-4.422673,0
14.66429,Move,-3.178832,1.063869,-4.342276,0
14.68316,Move,-3.109535,0.965237,-4.278487,0
14.70417,Move,-3.031549,0.9936538,-4.208335,0
14.72585,Move,-2.949662,1.000281,-4.137519,0
14.74694,Move,-2.868434,1.001556,-4.070473,0
14.77011,Move,-2.777076,1.002416,-3.999559,0
14.7917,Move,-2.68969,1.002899,-3.936411,0
14.81642,Move,-2.586782,1.003916,-3.868325,0
14.83867,Move,-2.491404,1.004847,-3.811496,0
14.8621,Move,-2.388109,1.001205,-3.756775,0
14.88359,Move,-2.290542,1.001554,-3.712296,0
14.90148,Move,-2.207467,1.097305,-3.679783,0
14.92273,Move,-2.106693,1.190197,-3.646858,0
14.94255,Move,-2.010968,1.279004,-3.622231,0
14.96138,Move,-1.918726,1.363805,-3.604784,0
14.98121,Move,-1.820578,1.445147,-3.593211,0
15.00255,Move,-1.714308,1.523194,-3.588809,0
15.02155,Move,-1.619653,1.596748,-3.591741,0
15.04138,Move,-1.52138,1.666737,-3.601847,0
15.06035,Move,-1.428288,1.732608,-3.618106,0
15.0802,Move,-1.332364,1.794881,-3.642052,0
15.10376,Move,-1.221112,1.854432,-3.679339,0
15.12279,Move,-1.133814,1.908601,-3.716335,0
15.1412,Move,-1.052041,1.958606,-3.757787,0
15.16074,Move,-0.968573,2.00497,-3.807738,0
15.18311,Move,-0.8775363,2.048175,-3.872051,0
15.20189,Move,-0.8054271,2.086218,-3.931606,0
15.22472,Move,-0.7235057,2.121352,-4.010518,0
15.24634,Move,-0.6523308,2.151968,-4.091438,0
15.26895,Move,-0.5848297,2.178654,-4.181668,0
15.28948,Move,-0.5302197,2.200572,-4.268174,0
15.31148,Move,-0.4789037,2.218615,-4.365148,0
15.3358,Move,-0.4315391,2.232846,-4.476781,0
15.35697,Move,-0.3985548,2.242055,-4.577072,0
15.3799,Move,-0.371043,2.247279,-4.68815,0
15.40002,Move,-0.3539144,2.240875,-4.786918,0
15.42282,Move,-0.3416197,2.233511,-4.900083,0
15.44662,Move,-0.3365088,2.22195,-5.018776,0
15.47046,Move,-0.3385597,2.206072,-5.137787,0
15.49381,Move,-0.3468364,2.18586,-5.254097,0
15.51422,Move,-0.3586332,2.161171,-5.355344,0
15.5341,Move,-0.3739055,2.132295,-5.45349,0
15.5587,Move,-0.3969662,2.099604,-5.574188,0
15.57808,Move,-0.4179658,2.062483,-5.668695,0
15.59773,Move,-0.4413891,2.021327,-5.764038,0
15.61588,Move,-0.4645724,1.97608,-5.851679,0
15.63718,Move,-0.4932506,1.926962,-5.954136,0
15.65579,Move,-0.5187856,1.87374,-6.041691,0
15.67747,Move,-0.5473288,1.816622,-6.137315,0
15.70056,Move,-0.5759054,1.689863,-6.231452,0
15.72332,Move,-0.602043,1.620862,-6.316808,0
15.74782,Move,-0.6279188,1.547905,-6.400205,0
15.76969,Move,-0.6489962,1.470901,-6.467422,0
15.79108,Move,-0.6677674,1.389906,-6.526499,0
15.8168,Move,-0.6876634,1.304998,-6.588604,0
15.85842,Move,-0.7119241,1.123145,-6.666239,0
15.87878,Move,-0.7207244,1.026295,-6.695955,0
15.88579,Move,-0.7233847,0.9253672,-6.705037,0
16.17729,Move,-0.766354,0.9977592,-6.6439,0
16.22512,Move,-0.8161341,0.9979532,-6.547287,0
16.26155,Move,-0.8753016,0.9981239,-6.459657,0
16.29137,Move,-0.9387602,0.9962763,-6.380449,0
16.32,Move,-1.012509,0.9976805,-6.298935,0
16.34828,Move,-1.09801,0.9962739,-6.213857,0
16.37244,Move,-1.180904,0.9950233,-6.137686,0
16.39517,Move,-1.266119,0.9940769,-6.063857,0
16.41785,Move,-1.353372,0.9927474,-5.991687,0
16.44016,Move,-1.440359,0.9971143,-5.922099,0
16.46247,Move,-1.528297,0.9969872,-5.853675,0
16.48487,Move,-1.617029,0.9960535,-5.785612,0
16.50733,Move,-1.706153,0.9958807,-5.717527,0
16.53116,Move,-1.800607,0.9946294,-5.645164,0
16.55507,Move,-1.8953,0.9934527,-5.572378,0
16.57949,Move,-1.991848,0.9921617,-5.497923,0
16.60168,Move,-2.079419,0.9971246,-5.430008,0
16.62306,Move,-2.163748,0.9971263,-5.364572,0
16.64495,Move,-2.25001,0.9962209,-5.297421,0
16.6658,Move,-2.332118,0.9958422,-5.233401,0
16.68889,Move,-2.423287,0.9957615,-5.162859,0
16.71058,Move,-2.509529,0.9950877,-5.097271,0
16.73525,Move,-2.608108,0.9942997,-5.024621,0
16.7591,Move,-2.699157,0.99283,-4.960406,0
16.7865,Move,-2.797108,0.9963463,-4.895318,0
16.81649,Move,-2.896245,0.9949802,-4.835225,0
16.84588,Move,-2.984665,0.9971643,-4.787427,0
16.88033,Move,-3.076725,0.9981646,-4.745173,0
16.9253,Move,-3.176299,0.997945,-4.710473,0
16.99312,Move,-3.276247,0.9983172,-4.692279,0
17.32357,Move,-3.241517,0.9992699,-4.597494,0
17.37082,Move,-3.200023,0.9988188,-4.500857,0
17.4106,Move,-3.170306,0.9982777,-4.390225,0
17.44006,Move,-3.154502,0.9985543,-4.291362,0
17.46713,Move,-3.145654,0.9978916,-4.188304,0
17.49499,Move,-3.143273,0.9964726,-4.070404,0
17.51797,Move,-3.146819,0.9954307,-3.964421,0
17.54166,Move,-3.15599,0.9976616,-3.847937,0
17.56018,Move,-3.166386,1.090554,-3.755997,0
17.584,Move,-3.183007,1.178471,-3.638182,0
17.60239,Move,-3.198158,1.263333,-3.547574,0
17.62175,Move,-3.215837,1.344021,-3.452455,0
17.64441,Move,-3.238306,1.420095,-3.341503,0
17.66297,Move,-3.257729,1.492983,-3.25086,0
17.6842,Move,-3.280303,1.561417,-3.147215,0
17.70144,Move,-3.298294,1.626712,-3.062974,0
17.7226,Move,-3.3194,1.687371,-2.959438,0
17.74235,Move,-3.337845,1.744425,-2.86251,0
17.76138,Move,-3.354071,1.797757,-2.768826,0
17.78148,Move,-3.369109,1.847059,-2.669557,0
17.80141,Move,-3.381515,1.892577,-2.570718,0
17.82021,Move,-3.390581,1.93449,-2.47729,0
17.8431,Move,-3.397595,1.971978,-2.363114,0
17.86717,Move,-3.399498,2.005618,-2.242896,0
17.88754,Move,-3.396258,2.036126,-2.141225,0
17.90988,Move,-3.387085,2.062726,-2.029972,0
17.93069,Move,-3.372818,2.085896,-1.927026,0
17.95301,Move,-3.350749,2.10535,-1.817736,0
17.97464,Move,-3.322334,2.121347,-1.713542,0
17.99646,Move,-3.286253,2.133848,-1.610723,0
18.01712,Move,-3.244979,2.142931,-1.516173,0
18.03842,Move,-3.195224,2.148538,-1.422186,0
18.06063,Move,-3.135787,2.148713,-1.328694,0
18.08256,Move,-3.070024,2.143559,-1.241159,0
18.10668,Move,-2.989963,2.135149,-1.151244,0
18.13008,Move,-2.905498,2.123319,-1.070577,0
18.15114,Move,-2.824624,2.107786,-1.00348,0
18.17104,Move,-2.744438,2.088553,-0.9449381,0
18.19213,Move,-2.656153,2.065858,-0.8876947,0
18.21514,Move,-2.556458,2.039845,-0.8307295,0
18.23818,Move,-2.453754,2.010228,-0.7790415,0
18.26154,Move,-2.347508,1.935749,-0.7316599,0
18.28011,Move,-2.261518,1.894019,-0.6972373,0
18.30327,Move,-2.152911,1.849402,-0.6579022,0
18.32157,Move,-2.066237,1.800043,-0.6292762,0
18.34406,Move,-1.958944,1.747721,-0.5966315,0
18.36248,Move,-1.870595,1.690717,-0.5716142,0
18.38265,Move,-1.773436,1.630223,-0.54559,0
18.40348,Move,-1.672792,1.565998,-0.5198163,0
18.42057,Move,-1.590132,1.497063,-0.499202,0
18.44324,Move,-1.480375,1.425433,-0.4721778,0
18.46254,Move,-1.386886,1.349152,-0.449332,0
18.48146,Move,-1.29518,1.268872,-0.4271012,0
18.50098,Move,-1.200594,1.184804,-0.4043579,0
18.52282,Move,-1.094633,1.097332,-0.3790765,0
18.5408,Move,-1.007401,1.005095,-0.3584324,0
18.56565,Move,-0.8866403,1.003089,-0.3300155,0
18.58673,Move,-0.7841554,1.002182,-0.306115,0
18.60872,Move,-0.6771712,1.002856,-0.2814992,0
18.62921,Move,-0.5773895,1.002868,-0.2587882,0
18.65112,Move,-0.4706721,1.00297,-0.234783,0
18.67432,Move,-0.3575803,1.004139,-0.2097216,0
18.69567,Move,-0.2534815,1.003894,-0.1868997,0
18.71729,Move,-0.1479885,1.00481,-0.1641214,0
18.73946,Move,-0.03973037,1.005125,-0.1410435,0
18.76036,Move,0.06225801,1.000877,-0.1192152,0
18.78255,Move,0.1705279,1.001173,-0.09596182,0
18.80409,Move,0.2754842,1.001071,-0.07251155,0
18.82648,Move,0.3842531,1.001813,-0.04674691,0
18.8498,Move,0.4970413,1.002716,-0.01777608,0
18.87188,Move,0.6031249,1.002766,0.01224394,0
18.8935,Move,0.7061282,1.003272,0.04452889,0
18.91657,Move,0.8148028,1.00333,0.08277409,0
18.94021,Move,0.9242956,1.000599,0.1266495,0
18.96173,Move,1.022217,1.000435,0.1708743,0
18.98409,Move,1.121652,1.000437,0.2217978,0
19.00655,Move,1.219125,1.000675,0.2772544,0
19.02776,Move,1.309088,1.000578,0.3331969,0
19.04957,Move,1.399642,1.000814,0.3937824,0
19.07218,Move,1.491578,1.00085,0.4593217,0
19.09423,Move,1.579692,1.000994,0.5254154,0
19.11621,Move,1.666248,1.000884,0.5929858,0
19.13774,Move,1.750112,1.001068,0.6602733,0
19.15892,Move,1.832049,1.001,0.7272181,0
19.18051,Move,1.915013,0.9994382,0.7959188,0
19.20393,Move,2.005424,0.9995226,0.8701553,0
19.22674,Move,2.093747,0.9998279,0.9421225,0
19.25035,Move,2.185461,1.000293,1.01622,0
19.27408,Move,2.277925,1.000712,1.090314,0
19.29577,Move,2.362715,1.000997,1.157724,0
19.31731,Move,2.447156,1.001056,1.224388,0
19.34044,Move,2.537819,0.99947,1.295793,0
19.36325,Move,2.62777,0.9995229,1.365673,0
19.38708,Move,2.722033,0.9998881,1.43825,0
19.40988,Move,2.812547,1.000284,1.507338,0
19.43371,Move,2.907412,1.000455,1.579175,0
19.45694,Move,3.000181,1.000846,1.64879,0
19.47999,Collect,3.074028,0.9989681,1.704283,1
19.4806,Move,3.09471,0.9994926,1.71943,1
19.50418,Move,3.189498,0.9995164,1.789242,1
19.52687,Move,3.281054,0.9998562,1.856053,1
19.5507,Move,3.377493,1.00042,1.925714,1
19.57519,Move,3.472531,1.00086,1.993712,1
19.60085,Move,3.564319,0.999232,2.059253,1
19.62647,Move,3.648414,0.999619,2.118196,1
19.65603,Move,3.735928,1.000155,2.178877,1
19.69122,Move,3.826198,0.9996303,2.240988,1
19.73381,Move,3.91552,0.9995849,2.301435,1
19.79398,Move,4.003494,0.9990978,2.360202,1
0,Start,-1.790738E-07,1,9.303034E-08,0
2.447841,Move,0.001460691,0.9999999,-0.1008414,0
2.76787,Move,-0.07747044,1,-0.02990536,0
2.813859,Move,-0.1610783,0.9999999,0.04354809,0
2.849108,Move,-0.2505866,0.9999999,0.1022106,0
2.879316,Move,-0.3453692,1,0.1501929,0
2.905015,Move,-0.43975,1,0.1868685,0
2.931165,Move,-0.5485757,1,0.2181479,0
2.955569,Move,-0.6613104,0.9999998,0.240115,0
2.9783,Move,-0.7738471,0.9999999,0.2526679,0
3.001377,Move,-0.8891488,0.9999999,0.2562544,0
3.025098,Move,-1.00757,0.9999999,0.2502365,0
3.047297,Move,-1.115665,0.9999999,0.2359474,0
3.07063,Move,-1.220316,0.9999999,0.213664,0
3.097814,Move,-1.329642,0.9999999,0.1801296,0
3.125695,Move,-1.427302,1,0.1395482,0
3.156474,Move,-1.518106,1,0.09044858,0
3.194306,Move,-1.605885,0.9999999,0.02853235,0
3.23982,Move,-1.679072,0.9999999,-0.04073666,0
3.318639,Move,-1.738676,0.9999999,-0.126559,0
3.385802,Move,-1.774419,0.9999999,-0.2327869,0
3.42963,Move,-1.789694,1,-0.3413681,0
3.466159,Move,-1.789783,1,-0.4548059,0
3.496202,Move,-1.777699,0.9999999,-0.5625275,0
3.525151,Move,-1.761582,0.9999999,-0.6786709,0
3.550986,Move,-1.746793,0.9999999,-0.7928751,0
3.572063,Move,-1.735193,1,-0.8936551,0
3.595752,Move,-1.723859,1,-1.011544,0
