sessionID,playerID,gameType,difficultyLevel,sessionDuration,score,deaths,completed,timestamp,victory,combosExecuted,perfectDodges,hitsDealt,hitsTaken,playerAccuracy,avgReactionTime,lapsCompleted,bestLapTime,avgLapTime,totalRaceTime,collisions,maxSpeed,avgSpeed,consistency,feedback
b362b21e-c91a-4d3a-8daa-764dad86c3fc,114,Fighting,Medium,23.14,2233,0,TRUE,25/2/2026 21:58,TRUE,10,0,13,0,0.8666667,0,,,,,,,,,TooEasy
9073a72f-56d8-40c8-9541-bd4b5aa32db8,115,Fighting,Medium,23.35,2264,0,TRUE,25/2/2026 21:58,TRUE,10,0,13,0,0.9285714,0,,,,,,,,,TooEasy
c9649026-8bdb-481e-8074-614d0be6836b,116,Fighting,Medium,25.43,2083,0,TRUE,25/2/2026 22:00,TRUE,7,0,13,1,0.8666667,0,,,,,,,,,TooEasy
95582bc4-9640-4548-8313-23b74661b3de,117,Fighting,Medium,23.23,2133,0,TRUE,25/2/2026 22:00,TRUE,8,0,13,2,0.8666667,0,,,,,,,,,TooEasy
06c25339-eb66-4936-bb87-8a49961526a5,118,Fighting,Medium,32.62,1914,0,TRUE,25/2/2026 22:01,TRUE,6,0,13,3,0.9285714,0,,,,,,,,,TooEasy
ab94ce3f-48bd-4a79-b056-da1347ba973b,119,Fighting,Medium,23.28,3450,0,TRUE,25/2/2026 22:03,TRUE,9,12,13,2,1,0.2783222,,,,,,,,,TooEasy
10a0fd14-6234-40f0-a060-55fa5e995a31,120,Fighting,Medium,35.58,2761,0,TRUE,25/2/2026 22:04,TRUE,5,10,13,3,0.7222222,0.3599783,,,,,,,,,TooEasy
f4e8aa1d-05c2-45ae-b1c3-6ee57ecd3c90,121,Fighting,Medium,32.81,2961,0,TRUE,25/2/2026 22:25,TRUE,5,12,13,3,0.7222222,0.3004716,,,,,,,,,Balanced
6d51c4fa-0331-49f9-9518-b6b0ce40d819,122,Fighting,Medium,26.46,2732,0,TRUE,25/2/2026 22:31,TRUE,7,7,13,2,0.7647059,0.7220241,,,,,,,,,Balanced
b0fd42ed-1088-4426-873d-fc1efd3f30b6,123,Fighting,Medium,47.67,2941,0,TRUE,25/2/2026 22:32,TRUE,3,14,13,5,0.4814815,0.5838231,,,,,,,,,Balanced
7eed3a05-b5bf-41c7-8e7a-024d2afd1ea5,124,Fighting,Medium,28.67,1892,0,TRUE,25/2/2026 22:33,TRUE,3,1,13,9,0.6842105,1.787714,,,,,,,,,Balanced
b97614b1-dc3f-486b-b712-eab25577510e,125,Fighting,Medium,27.58,2232,0,TRUE,25/2/2026 22:34,TRUE,5,3,13,7,0.7647059,0.2622782,,,,,,,,,Balanced
79e8d0aa-b43c-4ce0-a98a-e54b4d10bbd7,126,Fighting,Medium,23.48,707,1,TRUE,25/2/2026 22:34,FALSE,1,0,10,10,0.7142857,0,,,,,,,,,Balanced
5f33b51e-2e8a-44ae-8781-7daaeac1b382,127,Fighting,Medium,27.19,2392,0,TRUE,25/2/2026 22:35,TRUE,5,5,13,8,0.6842105,0.5144783,,,,,,,,,Balanced
b469b22c-dfbe-45cd-8440-ec017c8ab948,128,Fighting,Medium,26.71,636,1,TRUE,25/2/2026 22:45,FALSE,1,0,8,10,0.5714286,0,,,,,,,,,Balanced
5cd15ee5-8dce-4383-bc5d-1586212abd1f,129,Fighting,Medium,24.4,636,1,TRUE,25/2/2026 22:46,FALSE,1,0,8,10,0.5714286,0,,,,,,,,,Balanced
0d8355f8-87df-4883-96fe-605217a9ff8f,130,Fighting,Medium,28.82,759,1,TRUE,25/2/2026 22:46,FALSE,1,0,9,10,0.8181818,0,,,,,,,,,Balanced
